timestamp,machine_id,voltage_v,current_a,power_kw,temperature_c,vibration_mm_s,power_factor,status
2025-11-12 02:00:00,MOTOR_02,379.18,16.35,9.38,65.88,3.23,0.874,NORMAL
2025-11-12 03:00:00,MOTOR_02,381.52,15.32,8.72,64.75,3.11,0.862,NORMAL
2025-11-12 04:00:00,MOTOR_02,378.57,17.96,10.83,65.25,3.39,0.92,NORMAL
2025-11-12 05:00:00,MOTOR_02,377.97,17.49,10.27,64.81,3.29,0.897,NORMAL
2025-11-12 06:00:00,MOTOR_02,380.45,19.03,9.9,65.32,3.47,0.79,NORMAL
2025-11-12 07:00:00,MOTOR_02,383.71,16.82,9.86,65.68,3.42,0.882,NORMAL
2025-11-12 08:00:00,MOTOR_02,376.96,17.22,9.51,66.98,3.42,0.846,NORMAL
2025-11-12 09:00:00,MOTOR_02,377.71,15.34,8.4,63.23,3.26,0.836,NORMAL
2025-11-12 10:00:00,MOTOR_02,380.46,17.44,9.32,64.21,3.36,0.811,NORMAL
2025-11-12 11:00:00,MOTOR_02,382.25,17.25,10.35,66.41,3.35,0.906,NORMAL
2025-11-12 12:00:00,MOTOR_02,380.61,14.41,8.65,65.77,3.38,0.91,NORMAL
2025-11-12 13:00:00,MOTOR_02,378.78,13.99,7.66,66.05,3.14,0.835,NORMAL
2025-11-12 14:00:00,MOTOR_02,380.84,12.53,7.55,64.18,3.12,0.914,NORMAL
2025-11-12 15:00:00,MOTOR_02,381.03,12.02,7.48,61.43,3.08,0.943,NORMAL
2025-11-12 16:00:00,MOTOR_02,378.64,13.23,7.58,61.13,3.09,0.874,NORMAL
2025-11-12 17:00:00,MOTOR_02,381.65,11.5,6.48,62.01,3.03,0.853,NORMAL
2025-11-12 18:00:00,MOTOR_02,379.93,12.57,7.26,61.86,3.12,0.878,NORMAL
2025-11-12 19:00:00,MOTOR_02,376.5,12.08,7.21,61.28,3.0,0.915,NORMAL
2025-11-12 20:00:00,MOTOR_02,379.73,13.3,8.04,65.41,3.29,0.919,NORMAL
2025-11-12 21:00:00,MOTOR_02,378.86,12.41,7.16,63.93,3.17,0.879,NORMAL
2025-11-12 22:00:00,MOTOR_02,382.61,14.8,8.36,64.73,3.32,0.852,NORMAL
2025-11-12 23:00:00,MOTOR_02,377.34,16.47,9.55,64.98,3.3,0.887,NORMAL
2025-11-13 00:00:00,MOTOR_02,379.03,12.96,7.46,62.33,3.12,0.877,NORMAL
2025-11-13 01:00:00,MOTOR_02,380.51,15.67,9.12,62.17,3.26,0.884,NORMAL
2025-11-13 02:00:00,MOTOR_02,384.84,16.39,9.49,66.64,3.26,0.868,NORMAL
2025-11-13 03:00:00,MOTOR_02,383.91,16.26,9.58,66.92,3.41,0.886,NORMAL
2025-11-13 04:00:00,MOTOR_02,379.91,18.09,9.81,65.3,3.51,0.824,NORMAL
2025-11-13 05:00:00,MOTOR_02,380.7,19.24,11.3,66.43,3.5,0.891,NORMAL
2025-11-13 06:00:00,MOTOR_02,381.2,15.63,9.43,65.96,3.42,0.914,NORMAL
2025-11-13 07:00:00,MOTOR_02,377.98,15.44,8.84,63.86,3.46,0.874,NORMAL
2025-11-13 08:00:00,MOTOR_02,380.02,19.59,11.39,69.38,3.63,0.884,NORMAL
2025-11-13 09:00:00,MOTOR_02,382.71,16.83,9.28,64.3,3.31,0.832,NORMAL
2025-11-13 10:00:00,MOTOR_02,380.28,16.61,9.8,64.84,3.14,0.896,NORMAL
2025-11-13 11:00:00,MOTOR_02,383.9,14.49,8.75,64.4,3.29,0.908,NORMAL
2025-11-13 12:00:00,MOTOR_02,379.11,15.05,9.18,63.59,3.29,0.929,NORMAL
2025-11-13 13:00:00,MOTOR_02,379.82,15.87,8.44,64.16,3.31,0.809,NORMAL
2025-11-13 14:00:00,MOTOR_02,379.84,14.1,8.31,62.71,3.19,0.896,NORMAL
2025-11-13 15:00:00,MOTOR_02,377.4,13.11,7.09,63.58,3.27,0.828,NORMAL
2025-11-13 16:00:00,MOTOR_02,382.21,10.28,6.07,61.72,2.9,0.892,NORMAL
2025-11-13 17:00:00,MOTOR_02,379.33,12.99,7.37,63.2,3.28,0.863,NORMAL
2025-11-13 18:00:00,MOTOR_02,380.52,12.01,7.09,60.63,3.25,0.895,NORMAL
2025-11-13 19:00:00,MOTOR_02,378.8,11.37,6.66,63.23,3.09,0.893,NORMAL
2025-11-13 20:00:00,MOTOR_02,383.45,13.17,7.72,63.01,3.19,0.882,NORMAL
2025-11-13 21:00:00,MOTOR_02,382.47,11.86,6.81,63.16,3.01,0.866,NORMAL
2025-11-13 22:00:00,MOTOR_02,380.12,14.17,8.26,61.5,3.3,0.885,NORMAL
2025-11-13 23:00:00,MOTOR_02,377.55,15.68,9.31,66.4,3.4,0.908,NORMAL
2025-11-14 00:00:00,MOTOR_02,381.49,15.19,8.91,63.7,3.33,0.888,NORMAL
2025-11-14 01:00:00,MOTOR_02,382.17,15.27,9.13,63.67,3.18,0.904,NORMAL
2025-11-14 02:00:00,MOTOR_02,378.15,15.81,8.68,65.39,3.17,0.838,NORMAL
2025-11-14 03:00:00,MOTOR_02,379.71,17.58,10.2,63.12,3.37,0.882,NORMAL
2025-11-14 04:00:00,MOTOR_02,380.15,17.08,9.73,66.33,3.37,0.865,NORMAL
2025-11-14 05:00:00,MOTOR_02,382.17,20.74,12.4,68.32,3.63,0.903,NORMAL
2025-11-14 06:00:00,MOTOR_02,379.7,16.3,9.61,67.32,3.31,0.896,NORMAL
2025-11-14 07:00:00,MOTOR_02,381.92,17.74,10.15,66.76,3.49,0.865,NORMAL
2025-11-14 08:00:00,MOTOR_02,378.45,17.93,10.39,65.02,3.5,0.885,NORMAL
2025-11-14 09:00:00,MOTOR_02,377.89,17.31,9.92,64.82,3.42,0.876,NORMAL
2025-11-14 10:00:00,MOTOR_02,383.66,15.83,9.38,61.15,3.38,0.892,NORMAL
2025-11-14 11:00:00,MOTOR_02,377.38,17.26,10.04,69.64,3.35,0.89,NORMAL
2025-11-14 12:00:00,MOTOR_02,378.5,15.8,9.14,61.08,3.22,0.882,NORMAL
2025-11-14 13:00:00,MOTOR_02,381.57,15.11,8.39,63.48,3.23,0.84,NORMAL
2025-11-14 14:00:00,MOTOR_02,378.94,12.7,7.71,63.48,3.09,0.925,NORMAL
2025-11-14 15:00:00,MOTOR_02,378.89,12.4,7.42,64.33,3.24,0.912,NORMAL
2025-11-14 16:00:00,MOTOR_02,379.6,12.99,7.54,65.32,3.24,0.883,NORMAL
2025-11-14 17:00:00,MOTOR_02,375.69,10.78,6.28,60.71,2.9,0.896,NORMAL
2025-11-14 18:00:00,MOTOR_02,382.24,12.8,7.61,63.23,3.18,0.898,NORMAL
2025-11-14 19:00:00,MOTOR_02,380.35,11.98,6.78,61.37,2.98,0.859,NORMAL
2025-11-14 20:00:00,MOTOR_02,378.38,13.68,8.22,60.86,3.12,0.917,NORMAL
2025-11-14 21:00:00,MOTOR_02,376.57,12.37,6.61,60.58,3.21,0.819,NORMAL
2025-11-14 22:00:00,MOTOR_02,377.27,15.68,8.49,62.23,3.17,0.829,NORMAL
2025-11-14 23:00:00,MOTOR_02,376.81,14.72,8.25,64.52,3.15,0.859,NORMAL
2025-11-15 00:00:00,MOTOR_02,380.45,15.62,9.16,64.26,3.23,0.89,NORMAL
2025-11-15 01:00:00,MOTOR_02,380.47,14.95,8.71,63.96,3.15,0.884,NORMAL
2025-11-15 02:00:00,MOTOR_02,381.22,16.8,9.79,66.74,3.26,0.882,NORMAL
2025-11-15 03:00:00,MOTOR_02,381.47,16.46,9.55,65.84,3.35,0.878,NORMAL
2025-11-15 04:00:00,MOTOR_02,381.26,15.75,9.05,65.9,3.18,0.87,NORMAL
2025-11-15 05:00:00,MOTOR_02,383.08,17.66,9.86,69.16,3.39,0.842,NORMAL
2025-11-15 06:00:00,MOTOR_02,382.39,19.4,10.77,66.64,3.5,0.839,NORMAL
2025-11-15 07:00:00,MOTOR_02,381.92,17.82,9.92,63.77,3.48,0.841,NORMAL
2025-11-15 08:00:00,MOTOR_02,380.47,17.25,9.63,65.26,3.47,0.847,NORMAL
2025-11-15 09:00:00,MOTOR_02,381.44,16.75,9.27,65.43,3.26,0.838,NORMAL
2025-11-15 10:00:00,MOTOR_02,379.18,19.19,10.55,68.35,3.39,0.837,NORMAL
2025-11-15 11:00:00,MOTOR_02,379.56,16.51,9.46,66.64,3.25,0.872,NORMAL
2025-11-15 12:00:00,MOTOR_02,383.44,13.09,7.93,61.24,3.25,0.912,NORMAL
2025-11-15 13:00:00,MOTOR_02,378.89,13.57,7.96,61.4,3.24,0.893,NORMAL
2025-11-15 14:00:00,MOTOR_02,378.74,13.02,7.28,64.84,3.16,0.852,NORMAL
2025-11-15 15:00:00,MOTOR_02,379.28,12.01,6.78,62.47,3.04,0.859,NORMAL
2025-11-15 16:00:00,MOTOR_02,378.9,12.48,7.67,62.9,3.18,0.937,NORMAL
2025-11-15 17:00:00,MOTOR_02,379.07,11.41,6.48,61.92,3.22,0.865,NORMAL
2025-11-15 18:00:00,MOTOR_02,380.48,11.38,6.36,61.73,3.21,0.847,NORMAL
2025-11-15 19:00:00,MOTOR_02,380.55,12.29,7.06,61.9,3.04,0.871,NORMAL
2025-11-15 20:00:00,MOTOR_02,381.82,10.55,6.02,59.79,3.15,0.863,NORMAL
2025-11-15 21:00:00,MOTOR_02,384.38,10.3,5.86,59.85,2.94,0.854,NORMAL
2025-11-15 22:00:00,MOTOR_02,379.26,14.99,8.68,67.67,3.26,0.881,NORMAL
2025-11-15 23:00:00,MOTOR_02,379.87,15.23,9.2,67.32,3.26,0.918,NORMAL
2025-11-16 00:00:00,MOTOR_02,376.32,15.44,8.46,66.19,3.34,0.84,NORMAL
2025-11-16 01:00:00,MOTOR_02,377.42,16.14,9.41,65.26,3.27,0.892,NORMAL
2025-11-16 02:00:00,MOTOR_02,379.71,16.27,9.74,66.32,3.37,0.91,NORMAL
2025-11-16 03:00:00,MOTOR_02,380.93,20.74,12.23,66.92,3.5,0.894,NORMAL
2025-11-16 04:00:00,MOTOR_02,380.98,17.83,10.72,68.23,3.45,0.911,NORMAL
2025-11-16 05:00:00,MOTOR_02,381.23,21.03,12.44,68.94,3.49,0.896,NORMAL
2025-11-16 06:00:00,MOTOR_02,382.51,20.48,11.65,68.89,3.54,0.859,NORMAL
2025-11-16 07:00:00,MOTOR_02,383.41,18.45,11.44,67.4,3.47,0.934,NORMAL
2025-11-16 08:00:00,MOTOR_02,379.51,17.35,10.21,66.1,3.4,0.896,NORMAL
2025-11-16 09:00:00,MOTOR_02,378.4,17.14,10.66,67.42,3.47,0.949,NORMAL
2025-11-16 10:00:00,MOTOR_02,381.31,16.02,8.72,67.72,3.17,0.824,NORMAL
2025-11-16 11:00:00,MOTOR_02,381.87,16.33,10.28,66.87,3.38,0.952,NORMAL
2025-11-16 12:00:00,MOTOR_02,380.27,15.81,9.43,65.27,3.28,0.906,NORMAL
2025-11-16 13:00:00,MOTOR_02,379.64,12.75,7.5,61.14,3.24,0.894,NORMAL
2025-11-16 14:00:00,MOTOR_02,378.99,16.64,9.31,65.91,3.39,0.852,NORMAL
2025-11-16 15:00:00,MOTOR_02,379.92,11.94,7.09,61.98,3.24,0.902,NORMAL
2025-11-16 16:00:00,MOTOR_02,381.38,9.18,5.55,61.13,3.0,0.916,NORMAL
2025-11-16 17:00:00,MOTOR_02,378.66,12.0,6.51,61.19,3.25,0.827,NORMAL
2025-11-16 18:00:00,MOTOR_02,378.4,10.62,6.25,59.73,3.1,0.897,NORMAL
2025-11-16 19:00:00,MOTOR_02,381.2,12.04,6.84,62.65,3.06,0.861,NORMAL
2025-11-16 20:00:00,MOTOR_02,378.3,12.49,7.34,63.95,3.12,0.897,NORMAL
2025-11-16 21:00:00,MOTOR_02,380.3,13.41,7.5,63.55,3.18,0.849,NORMAL
2025-11-16 22:00:00,MOTOR_02,380.2,14.71,8.89,65.81,3.3,0.918,NORMAL
2025-11-16 23:00:00,MOTOR_02,380.0,13.01,7.52,61.1,3.28,0.878,NORMAL
2025-11-17 00:00:00,MOTOR_02,378.71,14.56,8.62,64.97,3.34,0.902,NORMAL
2025-11-17 01:00:00,MOTOR_02,383.47,16.59,10.02,63.96,3.44,0.909,NORMAL
2025-11-17 02:00:00,MOTOR_02,380.8,15.71,9.21,69.19,3.29,0.889,NORMAL
2025-11-17 03:00:00,MOTOR_02,378.97,14.87,8.33,66.53,3.38,0.854,NORMAL
2025-11-17 04:00:00,MOTOR_02,380.66,18.34,10.87,67.88,3.49,0.899,NORMAL
2025-11-17 05:00:00,MOTOR_02,383.66,17.22,10.04,64.01,3.49,0.877,NORMAL
2025-11-17 06:00:00,MOTOR_02,380.18,17.24,10.06,64.38,3.31,0.886,NORMAL
2025-11-17 07:00:00,MOTOR_02,383.07,18.04,10.4,69.93,3.5,0.869,NORMAL
2025-11-17 08:00:00,MOTOR_02,377.7,17.6,9.52,65.01,3.4,0.826,NORMAL
2025-11-17 09:00:00,MOTOR_02,378.3,18.32,10.58,68.07,3.38,0.882,NORMAL
2025-11-17 10:00:00,MOTOR_02,375.72,15.0,8.42,67.41,3.37,0.862,NORMAL
2025-11-17 11:00:00,MOTOR_02,383.95,18.49,10.93,67.63,3.46,0.889,NORMAL
2025-11-17 12:00:00,MOTOR_02,376.6,13.3,7.63,61.54,3.28,0.879,NORMAL
2025-11-17 13:00:00,MOTOR_02,380.35,13.76,7.83,61.04,3.18,0.864,NORMAL
2025-11-17 14:00:00,MOTOR_02,383.48,12.46,7.81,63.24,3.36,0.944,NORMAL
2025-11-17 15:00:00,MOTOR_02,381.94,12.95,7.46,61.41,3.21,0.871,NORMAL
2025-11-17 16:00:00,MOTOR_02,380.75,12.42,7.23,62.66,3.16,0.882,NORMAL
2025-11-17 17:00:00,MOTOR_02,382.57,12.3,7.63,60.97,3.27,0.936,NORMAL
2025-11-17 18:00:00,MOTOR_02,378.66,12.31,6.86,61.68,3.18,0.85,NORMAL
2025-11-17 19:00:00,MOTOR_02,381.04,13.67,8.17,62.82,3.51,0.905,NORMAL
2025-11-17 20:00:00,MOTOR_02,379.77,12.59,7.1,62.42,3.3,0.858,NORMAL
2025-11-17 21:00:00,MOTOR_02,379.73,14.54,8.35,63.28,3.26,0.873,NORMAL
2025-11-17 22:00:00,MOTOR_02,380.38,11.4,6.7,62.3,3.15,0.892,NORMAL
2025-11-17 23:00:00,MOTOR_02,382.35,11.6,7.03,63.54,3.16,0.914,NORMAL
2025-11-18 00:00:00,MOTOR_02,383.13,15.15,8.54,64.35,3.25,0.849,NORMAL
2025-11-18 01:00:00,MOTOR_02,379.47,16.17,9.43,66.1,3.49,0.888,NORMAL
2025-11-18 02:00:00,MOTOR_02,377.82,15.86,8.9,64.07,3.34,0.858,NORMAL
2025-11-18 03:00:00,MOTOR_02,378.36,17.11,10.08,64.13,3.41,0.899,NORMAL
2025-11-18 04:00:00,MOTOR_02,383.9,18.89,11.42,68.51,3.54,0.909,NORMAL
2025-11-18 05:00:00,MOTOR_02,382.96,18.7,11.17,69.09,3.44,0.9,NORMAL
2025-11-18 06:00:00,MOTOR_02,377.82,17.6,9.86,64.02,3.48,0.856,NORMAL
2025-11-18 07:00:00,MOTOR_02,383.32,18.14,10.2,67.19,3.45,0.847,NORMAL
2025-11-18 08:00:00,MOTOR_02,378.58,18.51,10.62,68.28,3.47,0.875,NORMAL
2025-11-18 09:00:00,MOTOR_02,381.33,15.65,8.71,65.78,3.35,0.843,NORMAL
2025-11-18 10:00:00,MOTOR_02,378.58,15.53,9.12,64.38,3.3,0.895,NORMAL
2025-11-18 11:00:00,MOTOR_02,384.33,16.88,10.37,66.43,3.3,0.922,NORMAL
2025-11-18 12:00:00,MOTOR_02,378.86,12.92,7.26,64.58,3.25,0.856,NORMAL
2025-11-18 13:00:00,MOTOR_02,377.9,12.92,7.57,61.9,3.05,0.896,NORMAL
2025-11-18 14:00:00,MOTOR_02,379.09,12.04,6.77,64.83,3.01,0.856,NORMAL
2025-11-18 15:00:00,MOTOR_02,385.25,13.98,8.56,61.98,3.29,0.918,NORMAL
2025-11-18 16:00:00,MOTOR_02,380.52,11.1,6.66,63.11,3.13,0.91,NORMAL
2025-11-18 17:00:00,MOTOR_02,377.94,13.05,7.5,63.41,3.26,0.878,NORMAL
2025-11-18 18:00:00,MOTOR_02,378.42,11.58,6.85,61.38,3.22,0.903,NORMAL
2025-11-18 19:00:00,MOTOR_02,376.5,14.24,8.4,61.53,3.14,0.905,NORMAL
2025-11-18 20:00:00,MOTOR_02,381.08,12.56,7.0,64.74,3.17,0.844,NORMAL
2025-11-18 21:00:00,MOTOR_02,377.5,14.16,8.28,62.84,3.26,0.895,NORMAL
2025-11-18 22:00:00,MOTOR_02,382.21,14.05,8.01,64.12,3.32,0.861,NORMAL
2025-11-18 23:00:00,MOTOR_02,381.58,13.68,7.99,64.58,3.3,0.884,NORMAL
2025-11-19 00:00:00,MOTOR_02,379.8,14.98,8.57,68.49,3.31,0.87,NORMAL
2025-11-19 01:00:00,MOTOR_02,382.47,15.79,9.21,65.04,3.39,0.881,NORMAL
2025-11-19 02:00:00,MOTOR_02,381.85,15.95,9.57,65.78,3.37,0.908,NORMAL
2025-11-19 03:00:00,MOTOR_02,380.31,18.19,10.13,68.13,3.43,0.846,NORMAL
2025-11-19 04:00:00,MOTOR_02,378.46,20.61,11.18,69.63,3.63,0.828,NORMAL
2025-11-19 05:00:00,MOTOR_02,380.83,18.04,10.31,66.26,3.33,0.867,NORMAL
2025-11-19 06:00:00,MOTOR_02,380.82,18.86,11.36,70.29,3.56,0.913,NORMAL
2025-11-19 07:00:00,MOTOR_02,380.98,18.53,10.43,67.12,3.64,0.853,NORMAL
2025-11-19 08:00:00,MOTOR_02,380.16,14.47,8.23,65.26,3.29,0.865,NORMAL
2025-11-19 09:00:00,MOTOR_02,380.65,17.71,10.68,66.84,3.65,0.915,NORMAL
2025-11-19 10:00:00,MOTOR_02,380.6,17.03,10.35,65.72,3.5,0.922,NORMAL
2025-11-19 11:00:00,MOTOR_02,382.72,14.28,8.53,66.01,3.43,0.901,NORMAL
2025-11-19 12:00:00,MOTOR_02,377.45,12.85,7.5,63.69,3.28,0.892,NORMAL
2025-11-19 13:00:00,MOTOR_02,378.0,14.74,8.78,61.54,3.38,0.91,NORMAL
2025-11-19 14:00:00,MOTOR_02,380.15,15.47,8.84,65.86,3.39,0.868,NORMAL
2025-11-19 15:00:00,MOTOR_02,378.48,12.44,7.34,62.05,3.1,0.901,NORMAL
2025-11-19 16:00:00,MOTOR_02,380.42,12.0,6.77,60.26,3.05,0.856,NORMAL
2025-11-19 17:00:00,MOTOR_02,377.77,14.87,9.04,66.38,3.33,0.929,NORMAL
2025-11-19 18:00:00,MOTOR_02,378.09,13.08,7.8,62.37,3.21,0.911,NORMAL
2025-11-19 19:00:00,MOTOR_02,384.12,10.65,6.37,61.97,3.09,0.9,NORMAL
2025-11-19 20:00:00,MOTOR_02,379.54,11.55,6.6,63.69,3.08,0.87,NORMAL
2025-11-19 21:00:00,MOTOR_02,377.66,15.49,9.13,65.11,3.47,0.901,NORMAL
2025-11-19 22:00:00,MOTOR_02,379.77,12.7,7.35,63.63,3.16,0.879,NORMAL
2025-11-19 23:00:00,MOTOR_02,382.07,13.58,7.76,62.94,3.2,0.863,NORMAL
2025-11-20 00:00:00,MOTOR_02,382.41,15.8,9.4,67.4,3.4,0.898,NORMAL
2025-11-20 01:00:00,MOTOR_02,377.08,15.46,8.31,65.2,3.47,0.823,NORMAL
2025-11-20 02:00:00,MOTOR_02,378.47,17.03,10.12,67.55,3.53,0.907,NORMAL
2025-11-20 03:00:00,MOTOR_02,380.45,17.47,9.77,69.35,3.43,0.849,NORMAL
2025-11-20 04:00:00,MOTOR_02,379.93,17.42,10.34,64.29,3.47,0.902,NORMAL
2025-11-20 05:00:00,MOTOR_02,376.8,19.35,10.55,67.59,3.71,0.835,NORMAL
2025-11-20 06:00:00,MOTOR_02,377.12,16.47,9.33,66.06,3.53,0.868,NORMAL
2025-11-20 07:00:00,MOTOR_02,377.86,18.04,10.55,67.77,3.59,0.894,NORMAL
2025-11-20 08:00:00,MOTOR_02,376.46,16.9,9.99,67.6,3.49,0.906,NORMAL
2025-11-20 09:00:00,MOTOR_02,379.08,19.09,10.77,70.27,3.58,0.859,NORMAL
2025-11-20 10:00:00,MOTOR_02,382.39,16.29,9.2,65.08,3.59,0.852,NORMAL
2025-11-20 11:00:00,MOTOR_02,378.67,18.08,10.8,67.34,3.61,0.911,NORMAL
2025-11-20 12:00:00,MOTOR_02,382.16,14.49,8.99,66.46,3.35,0.937,NORMAL
2025-11-20 13:00:00,MOTOR_02,380.06,14.35,8.06,65.18,3.39,0.853,NORMAL
2025-11-20 14:00:00,MOTOR_02,379.63,14.81,7.8,62.49,3.34,0.802,NORMAL
2025-11-20 15:00:00,MOTOR_02,376.67,11.73,7.08,59.91,3.08,0.926,NORMAL
2025-11-20 16:00:00,MOTOR_02,382.34,14.21,8.24,63.85,3.25,0.876,NORMAL
2025-11-20 17:00:00,MOTOR_02,380.23,12.13,6.81,63.75,3.19,0.853,NORMAL
2025-11-20 18:00:00,MOTOR_02,376.8,12.49,7.19,64.02,3.2,0.882,NORMAL
2025-11-20 19:00:00,MOTOR_02,380.76,12.76,7.89,62.1,3.2,0.938,NORMAL
2025-11-20 20:00:00,MOTOR_02,378.82,12.31,7.27,64.08,3.18,0.9,NORMAL
2025-11-20 21:00:00,MOTOR_02,380.12,11.91,7.08,63.15,3.32,0.903,NORMAL
2025-11-20 22:00:00,MOTOR_02,380.48,13.61,7.94,62.52,3.45,0.885,NORMAL
2025-11-20 23:00:00,MOTOR_02,382.43,11.81,7.0,61.8,3.32,0.894,NORMAL
2025-11-21 00:00:00,MOTOR_02,377.75,13.43,8.18,61.09,3.13,0.931,NORMAL
2025-11-21 01:00:00,MOTOR_02,381.14,15.61,8.79,63.97,3.49,0.853,NORMAL
2025-11-21 02:00:00,MOTOR_02,382.66,18.36,10.98,65.14,3.6,0.903,NORMAL
2025-11-21 03:00:00,MOTOR_02,385.04,18.94,11.1,66.12,3.57,0.879,NORMAL
2025-11-21 04:00:00,MOTOR_02,382.1,18.77,10.91,70.83,3.53,0.878,NORMAL
2025-11-21 05:00:00,MOTOR_02,380.72,16.05,8.95,65.54,3.41,0.846,NORMAL
2025-11-21 06:00:00,MOTOR_02,380.55,18.36,10.8,65.33,3.63,0.893,NORMAL
2025-11-21 07:00:00,MOTOR_02,383.1,16.87,10.04,67.43,3.51,0.897,NORMAL
2025-11-21 08:00:00,MOTOR_02,379.43,17.52,10.07,67.77,3.61,0.874,NORMAL
2025-11-21 09:00:00,MOTOR_02,381.59,18.27,11.15,68.23,3.61,0.923,NORMAL
2025-11-21 10:00:00,MOTOR_02,384.39,17.29,10.16,65.85,3.61,0.882,NORMAL
2025-11-21 11:00:00,MOTOR_02,379.78,17.32,9.3,68.13,3.55,0.816,NORMAL
2025-11-21 12:00:00,MOTOR_02,375.97,13.31,7.77,62.35,3.21,0.896,NORMAL
2025-11-21 13:00:00,MOTOR_02,378.28,13.0,7.2,64.94,3.16,0.845,NORMAL
2025-11-21 14:00:00,MOTOR_02,380.59,15.31,9.31,66.93,3.45,0.923,NORMAL
2025-11-21 15:00:00,MOTOR_02,378.33,14.7,9.02,65.03,3.42,0.936,NORMAL
2025-11-21 16:00:00,MOTOR_02,379.31,12.38,7.4,61.08,3.21,0.91,NORMAL
2025-11-21 17:00:00,MOTOR_02,379.41,12.07,6.98,64.24,3.26,0.88,NORMAL
2025-11-21 18:00:00,MOTOR_02,381.12,13.41,7.95,63.24,3.27,0.898,NORMAL
2025-11-21 19:00:00,MOTOR_02,378.11,12.74,7.16,64.0,3.24,0.858,NORMAL
2025-11-21 20:00:00,MOTOR_02,378.83,13.13,7.74,64.94,3.18,0.898,NORMAL
2025-11-21 21:00:00,MOTOR_02,382.81,11.77,6.68,61.61,3.23,0.856,NORMAL
2025-11-21 22:00:00,MOTOR_02,379.04,14.88,9.15,68.54,3.34,0.936,NORMAL
2025-11-21 23:00:00,MOTOR_02,381.45,13.98,7.86,64.54,3.37,0.85,NORMAL
2025-11-22 00:00:00,MOTOR_02,380.03,13.33,7.29,63.09,3.17,0.831,NORMAL
2025-11-22 01:00:00,MOTOR_02,379.95,14.84,8.55,66.81,3.43,0.875,NORMAL
2025-11-22 02:00:00,MOTOR_02,381.48,15.78,9.36,68.39,3.39,0.898,NORMAL
2025-11-22 03:00:00,MOTOR_02,376.28,18.89,11.69,65.46,3.5,0.95,NORMAL
2025-11-22 04:00:00,MOTOR_02,380.89,16.76,9.49,64.79,3.45,0.858,NORMAL
2025-11-22 05:00:00,MOTOR_02,381.11,18.36,10.69,66.99,3.44,0.882,NORMAL
2025-11-22 06:00:00,MOTOR_02,381.7,15.47,9.0,69.01,3.4,0.88,NORMAL
2025-11-22 07:00:00,MOTOR_02,379.25,19.02,10.6,67.98,3.61,0.848,NORMAL
2025-11-22 08:00:00,MOTOR_02,380.0,16.65,9.31,69.08,3.49,0.85,NORMAL
2025-11-22 09:00:00,MOTOR_02,375.09,17.59,9.41,67.89,3.57,0.823,NORMAL
2025-11-22 10:00:00,MOTOR_02,378.66,16.97,10.3,64.9,3.45,0.926,NORMAL
2025-11-22 11:00:00,MOTOR_02,380.35,16.54,9.33,68.05,3.54,0.856,NORMAL
2025-11-22 12:00:00,MOTOR_02,382.94,15.4,8.35,66.31,3.44,0.817,NORMAL
2025-11-22 13:00:00,MOTOR_02,383.69,16.52,9.53,65.44,3.54,0.868,NORMAL
2025-11-22 14:00:00,MOTOR_02,379.32,13.75,8.28,63.53,3.47,0.917,NORMAL
2025-11-22 15:00:00,MOTOR_02,381.75,15.58,9.22,64.42,3.31,0.895,NORMAL
2025-11-22 16:00:00,MOTOR_02,379.71,13.17,7.75,63.13,3.28,0.895,NORMAL
2025-11-22 17:00:00,MOTOR_02,376.77,12.43,7.53,64.48,3.22,0.929,NORMAL
2025-11-22 18:00:00,MOTOR_02,381.21,13.07,7.86,62.65,3.48,0.911,NORMAL
2025-11-22 19:00:00,MOTOR_02,383.66,12.34,6.57,63.56,3.32,0.801,NORMAL
2025-11-22 20:00:00,MOTOR_02,379.24,12.94,7.36,64.39,3.33,0.866,NORMAL
2025-11-22 21:00:00,MOTOR_02,378.19,13.3,7.78,64.13,3.42,0.893,NORMAL
2025-11-22 22:00:00,MOTOR_02,380.13,13.8,8.05,62.19,3.35,0.886,NORMAL
2025-11-22 23:00:00,MOTOR_02,379.75,16.77,9.89,68.12,3.53,0.897,NORMAL
2025-11-23 00:00:00,MOTOR_02,385.22,17.73,11.36,66.03,3.51,0.961,NORMAL
2025-11-23 01:00:00,MOTOR_02,382.01,16.17,9.1,65.67,3.36,0.851,NORMAL
2025-11-23 02:00:00,MOTOR_02,380.26,18.01,9.64,67.33,3.63,0.813,NORMAL
2025-11-23 03:00:00,MOTOR_02,374.21,18.56,9.71,68.42,3.51,0.807,NORMAL
2025-11-23 04:00:00,MOTOR_02,379.71,18.91,11.29,68.89,3.67,0.908,NORMAL
2025-11-23 05:00:00,MOTOR_02,383.7,18.55,10.79,69.5,3.68,0.875,NORMAL
2025-11-23 06:00:00,MOTOR_02,380.16,18.8,10.34,68.2,3.42,0.835,NORMAL
2025-11-23 07:00:00,MOTOR_02,381.64,18.58,10.72,66.68,3.68,0.873,NORMAL
2025-11-23 08:00:00,MOTOR_02,380.78,16.74,9.55,68.67,3.52,0.866,NORMAL
2025-11-23 09:00:00,MOTOR_02,379.03,17.04,9.73,66.69,3.44,0.869,NORMAL
2025-11-23 10:00:00,MOTOR_02,383.38,15.06,8.23,65.44,3.28,0.823,NORMAL
